timestamp,open (USD),high (USD),low (USD),close (USD),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2021/4/2,58720.45,60200,58428.57,58950.01,58720.45,60200,58428.57,58950.01,47382.41878,47382.41878
2021/4/1,58739.46,59490,57935.45,58720.44,58739.46,59490,57935.45,58720.44,47415.61722,47415.61722
2021/3/31,58746.57,59800,56769,58740.55,58746.57,59800,56769,58740.55,60975.54267,60975.54267
2021/3/30,57635.46,59368,57071.35,58746.57,57635.46,59368,57071.35,58746.57,55122.44312,55122.44312
2021/3/29,55777.65,58405.82,54800.01,57635.47,55777.65,58405.82,54800.01,57635.47,67857.9374,67857.9374
2021/3/28,55817.14,56559.75,54691.84,55777.63,55817.14,56559.75,54691.84,55777.63,39050.38751,39050.38751
2021/3/27,55025.59,56700.36,53950,55817.14,55025.59,56700.36,53950,55817.14,50105.47506,50105.47506
2021/3/26,51293.78,55073.46,51214.6,55025.59,51293.78,55073.46,51214.6,55025.59,63813.77469,63813.77469
2021/3/25,52303.66,53287,50427.56,51293.78,52303.66,53287,50427.56,51293.78,87400.53454,87400.53454
2021/3/24,54342.8,57200,51700,52303.65,54342.8,57200,51700,52303.65,83537.46502,83537.46502
2021/3/23,54083.25,55830.9,53000,54340.89,54083.25,55830.9,53000,54340.89,59789.36543,59789.36543
2021/3/22,57351.56,58430.73,53650,54083.25,57351.56,58430.73,53650,54083.25,62581.62617,62581.62617
2021/3/21,58100.02,58589.1,55450.11,57351.56,58100.02,58589.1,55450.11,57351.56,48564.47027,48564.47027
2021/3/20,58030.01,59880,57820.17,58102.28,58030.01,59880,57820.17,58102.28,44476.94178,44476.94178
2021/3/19,57641,59468,56270.74,58030.01,57641,59468,56270.74,58030.01,52392.65296,52392.65296
2021/3/18,58912.97,60129.97,57023,57648.16,58912.97,60129.97,57023,57648.16,66580.40668,66580.40668
2021/3/17,56900.74,58974.73,54123.69,58912.97,56900.74,58974.73,54123.69,58912.97,70421.62084,70421.62084
2021/3/16,55605.2,56938.29,53271.34,56900.75,55605.2,56938.29,53271.34,56900.75,77986.69436,77986.69436
2021/3/15,58976.08,60633.43,54600,55605.2,58976.08,60633.43,54600,55605.2,102771.4273,102771.4273
2021/3/14,61188.38,61724.79,58966.78,58968.31,61188.38,61724.79,58966.78,58968.31,52601.05275,52601.05275
2021/3/13,57221.72,61844,56078.23,61188.39,57221.72,61844,56078.23,61188.39,83245.09135,83245.09135
2021/3/12,57773.15,58081.51,54962.84,57221.72,57773.15,58081.51,54962.84,57221.72,73405.40605,73405.40605
2021/3/11,55851.59,58150,54272.82,57773.16,55851.59,58150,54272.82,57773.16,81914.81286,81914.81286
2021/3/10,54874.67,57387.69,53005,55851.59,54874.67,57387.69,53005,55851.59,84749.23894,84749.23894
2021/3/9,52375.18,54895,51789.41,54884.5,52375.18,54895,51789.41,54884.5,71656.73708,71656.73708
2021/3/8,50959.11,52402.78,49274.67,52375.17,50959.11,52402.78,49274.67,52375.17,66987.35966,66987.35966
2021/3/7,48882.2,51450.03,48882.2,50971.75,48882.2,51450.03,48882.2,50971.75,55235.02803,55235.02803
2021/3/6,48746.81,49200,47070,48882.2,48746.81,49200,47070,48882.2,44399.23424,44399.23424
2021/3/5,48374.09,49448.93,46300,48751.71,48374.09,49448.93,46300,48751.71,78192.49637,78192.49637
2021/3/4,50349.37,51773.88,47500,48374.09,50349.37,51773.88,47500,48374.09,82649.71683,82649.71683
2021/3/3,48436.61,52640,48100.71,50349.37,48436.61,52640,48100.71,50349.37,81035.91371,81035.91371
2021/3/2,49595.76,50200,47047.6,48440.65,49595.76,50200,47047.6,48440.65,64221.06214,64221.06214
2021/3/1,45134.11,49790,44950.53,49587.03,45134.11,49790,44950.53,49587.03,85086.11165,85086.11165
2021/2/28,46103.67,46638.46,43000,45135.66,46103.67,46638.46,43000,45135.66,83055.36904,83055.36904
2021/2/27,46276.88,48394,45000,46106.43,46276.88,48394,45000,46106.43,66060.83429,66060.83429
2021/2/26,47073.73,48424.11,44106.78,46276.87,47073.73,48424.11,44106.78,46276.87,109423.2007,109423.2007
2021/2/25,49676.21,52041.73,46674.34,47073.73,49676.21,52041.73,46674.34,47073.73,83310.67312,83310.67312
2021/2/24,48891,51374.99,46988.69,49676.2,48891,51374.99,46988.69,49676.2,91881.20925,91881.20925
2021/2/23,54087.67,54183.59,44892.56,48891,54087.67,54183.59,44892.56,48891,169375.0251,169375.0251
2021/2/22,57412.35,57508.47,47622,54087.67,57412.35,57508.47,47622,54087.67,134019.4349,134019.4349
2021/2/21,55841.19,58352.8,55477.59,57408.57,55841.19,58352.8,55477.59,57408.57,58166.70851,58166.70851
2021/2/20,55906,57700.46,53863.93,55841.19,55906,57700.46,53863.93,55841.19,80948.20531,80948.20531
2021/2/19,51552.61,56368,50710.2,55906,51552.61,56368,50710.2,55906,79659.77802,79659.77802
2021/2/18,52117.67,52530,50901.9,51552.6,52117.67,52530,50901.9,51552.6,60758.04695,60758.04695
2021/2/17,49133.45,52618.74,48947,52119.71,49133.45,52618.74,48947,52119.71,85743.63782,85743.63782
2021/2/16,47911.1,50689.18,47003.62,49133.45,47911.1,50689.18,47003.62,49133.45,88813.2663,88813.2663
2021/2/15,48580.47,49010.92,45570.79,47911.1,48580.47,49010.92,45570.79,47911.1,79398.15678,79398.15678
2021/2/14,47156.78,49707.43,47014.17,48577.79,47156.78,49707.43,47014.17,48577.79,73735.47553,73735.47553
2021/2/13,47298.15,48150,46202.53,47153.69,47298.15,48150,46202.53,47153.69,63768.0974,63768.0974
2021/2/12,47968.66,48985.8,46125,47287.6,47968.66,48985.8,46125,47287.6,85870.0357,85870.0357
2021/2/11,44807.58,48678.9,43994.02,47969.51,44807.58,48678.9,43994.02,47969.51,89561.08145,89561.08145
2021/2/10,46420.42,47310,43727,44807.58,46420.42,47310,43727,44807.58,97154.1822,97154.1822
2021/2/9,46374.86,48142.19,44961.09,46420.42,46374.86,48142.19,44961.09,46420.42,115499.8617,115499.8617
2021/2/8,38795.69,46794.45,37988.89,46374.87,38795.69,46794.45,37988.89,46374.87,138597.5369,138597.5369
2021/2/7,39181.01,39700,37351,38795.69,39181.01,39700,37351,38795.69,84363.67976,84363.67976
2021/2/6,38289.32,40955.51,38215.94,39186.94,38289.32,40955.51,38215.94,39186.94,98757.31118,98757.31118
2021/2/5,36936.65,38310.12,36570,38290.24,36936.65,38310.12,36570,38290.24,66681.33428,66681.33428
2021/2/4,37620.26,38708.27,36161.95,36936.66,37620.26,38708.27,36161.95,36936.66,92080.7359,92080.7359
2021/2/3,35472.71,37662.63,35362.38,37618.87,35472.71,37662.63,35362.38,37618.87,80784.33366,80784.33366
2021/2/2,33517.09,35984.33,33418,35466.24,33517.09,35984.33,33418,35466.24,78056.65988,78056.65988
2021/2/1,33092.97,34717.27,32296.16,33526.37,33092.97,34717.27,32296.16,33526.37,82718.27688,82718.27688
2021/1/31,34262.89,34342.69,32171.67,33092.98,34262.89,34342.69,32171.67,33092.98,68742.28038,68742.28038
2021/1/30,34246.28,34933,32825,34262.88,34246.28,34933,32825,34262.88,84889.68134,84889.68134
2021/1/29,33368.18,38531.9,31915.4,34252.2,33368.18,38531.9,31915.4,34252.2,231827.0056,231827.0056
2021/1/28,30362.19,33783.98,29842.1,33364.86,30362.19,33783.98,29842.1,33364.86,92621.14562,92621.14562
2021/1/27,32464.01,32557.29,29241.72,30366.15,32464.01,32557.29,29241.72,30366.15,95911.96171,95911.96171
2021/1/26,32254.19,32921.88,30837.37,32467.77,32254.19,32921.88,30837.37,32467.77,84972.20691,84972.20691
2021/1/25,32259.45,34875,31910,32254.2,32259.45,34875,31910,32254.2,88499.22692,88499.22692
2021/1/24,32078,33071,30900,32259.9,32078,33071,30900,32259.9,57978.03797,57978.03797
2021/1/23,32950,33456,31390.16,32078,32950,33456,31390.16,32078,64595.28768,64595.28768
2021/1/22,30851.99,33826.53,28850,32945.17,30851.99,33826.53,28850,32945.17,142971.684,142971.684
2021/1/21,35468.23,35600,30071,30850.13,35468.23,35600,30071,30850.13,131803.1829,131803.1829
2021/1/20,35901.94,36415.31,33400,35468.23,35901.94,36415.31,33400,35468.23,89368.42292,89368.42292
2021/1/19,36622.46,37850,35844.06,35891.49,36622.46,37850,35844.06,35891.49,79611.30777,79611.30777
2021/1/18,35824.99,37469.83,34800,36631.27,35824.99,37469.83,34800,36631.27,70698.11875,70698.11875
2021/1/17,35994.98,36852.5,33850,35828.61,35994.98,36852.5,33850,35828.61,80157.72738,80157.72738
2021/1/16,36737.43,37950,35357.8,35994.98,36737.43,37950,35357.8,35994.98,86348.43151,86348.43151
2021/1/15,39145.21,39747.76,34408,36742.22,39145.21,39747.76,34408,36742.22,118300.9209,118300.9209
2021/1/14,37371.38,40100,36701.23,39144.5,37371.38,40100,36701.23,39144.5,102950.3894,102950.3894
2021/1/13,34049.15,37850,32380,37371.38,34049.15,37850,32380,37371.38,124477.9149,124477.9149
2021/1/12,35410.37,36628,32531,34051.24,35410.37,36628,32531,34051.24,133948.152,133948.152
2021/1/11,38150.02,38264.74,30420,35404.47,38150.02,38264.74,30420,35404.47,249131.5399,249131.5399
2021/1/10,40088.22,41350,35111.11,38150.02,40088.22,41350,35111.11,38150.02,118209.5445,118209.5445
2021/1/9,40586.96,41380,38720,40088.22,40586.96,41380,38720,40088.22,75785.97968,75785.97968
2021/1/8,39432.48,41950,36500,40582.81,39432.48,41950,36500,40582.81,139789.9575,139789.9575
2021/1/7,36769.36,40365,36300,39432.28,36769.36,40365,36300,39432.28,132825.7004,132825.7004
2021/1/6,33949.53,36939.21,33288,36769.36,33949.53,36939.21,33288,36769.36,127139.2013,127139.2013
2021/1/5,31989.75,34360,29900,33949.53,31989.75,34360,29900,33949.53,116049.997,116049.997
2021/1/4,33000.05,33600,28130,31988.71,33000.05,33600,28130,31988.71,140899.8857,140899.8857
2021/1/3,32176.45,34778.11,31962.99,33000.05,32176.45,34778.11,31962.99,33000.05,120957.5668,120957.5668
2021/1/2,29331.7,33300,28946.53,32178.33,29331.7,33300,28946.53,32178.33,129993.8734,129993.8734
2021/1/1,28923.63,29600,28624.57,29331.69,28923.63,29600,28624.57,29331.69,54182.92501,54182.92501
2020/12/31,28875.55,29300,27850,28923.63,28875.55,29300,27850,28923.63,75508.50515,75508.50515
2020/12/30,27385,28996,27320,28875.54,27385,28996,27320,28875.54,95356.05783,95356.05783
2020/12/29,27079.42,27410,25880,27385,27079.42,27410,25880,27385,69411.59261,69411.59261
2020/12/28,26281.54,27500,26101,27079.41,26281.54,27500,26101,27079.41,79721.7425,79721.7425
2020/12/27,26493.4,28422,25700,26281.66,26493.4,28422,25700,26281.66,148455.5862,148455.5862
2020/12/26,24712.47,26867.03,24500,26493.39,24712.47,26867.03,24500,26493.39,97806.51339,97806.51339
2020/12/25,23728.99,24789.86,23433.6,24712.47,23728.99,24789.86,23433.6,24712.47,79519.94357,79519.94357
2020/12/24,23232.39,23794.43,22703.42,23729.2,23232.39,23794.43,22703.42,23729.2,69013.83425,69013.83425
2020/12/23,23810.79,24100,22600,23232.76,23810.79,24100,22600,23232.76,119047.2597,119047.2597
2020/12/22,22719.88,23837.1,22353.4,23810.79,22719.88,23837.1,22353.4,23810.79,87033.12616,87033.12616
2020/12/21,23455.54,24102.77,21815,22719.71,23455.54,24102.77,21815,22719.71,88030.29724,88030.29724
2020/12/20,23821.6,24295,23060,23455.52,23821.6,24295,23060,23455.52,76690.14569,76690.14569
2020/12/19,23107.39,24171.47,22750,23821.61,23107.39,24171.47,22750,23821.61,86045.06468,86045.06468
2020/12/18,22797.15,23285.18,22350,23107.39,22797.15,23285.18,22350,23107.39,79646.13432,79646.13432
2020/12/17,21335.52,23800,21230,22797.16,21335.52,23800,21230,22797.16,184882.4767,184882.4767
2020/12/16,19426.43,21560,19278.6,21335.52,19426.43,21560,19278.6,21335.52,114306.3356,114306.3356
2020/12/15,19273.69,19570,19050,19426.43,19273.69,19570,19050,19426.43,61834.36601,61834.36601
2020/12/14,19174.99,19349,19000,19273.14,19174.99,19349,19000,19273.14,47257.20129,47257.20129
2020/12/13,18808.69,19411,18711.12,19174.99,18808.69,19411,18711.12,19174.99,56560.82174,56560.82174
2020/12/12,18036.53,18948.66,18020.7,18808.69,18036.53,18948.66,18020.7,18808.69,49519.97843,49519.97843
2020/12/11,18254.81,18292.73,17572.33,18036.53,18254.81,18292.73,17572.33,18036.53,72610.72426,72610.72426
2020/12/10,18541.29,18557.32,17911.12,18254.63,18541.29,18557.32,17911.12,18254.63,52890.67509,52890.67509
2020/12/9,18324.11,18639.57,17650,18541.28,18324.11,18639.57,17650,18541.28,79585.5538,79585.5538
2020/12/8,19166.9,19294.84,18200,18324.11,19166.9,19294.84,18200,18324.11,61626.94761,61626.94761
2020/12/7,19358.67,19420.91,18902.88,19166.9,19358.67,19420.91,18902.88,19166.9,41372.29629,41372.29629
2020/12/6,19147.66,19420,18857,19359.4,19147.66,19420,18857,19359.4,37043.09186,37043.09186
2020/12/5,18650.51,19177,18500,19147.66,18650.51,19177,18500,19147.66,42922.74857,42922.74857
2020/12/4,19422.34,19527,18565.31,18650.52,19422.34,19527,18565.31,18650.52,71283.6682,71283.6682
2020/12/3,19204.08,19598,18867.2,19421.9,19204.08,19598,18867.2,19421.9,66689.39128,66689.39128
2020/12/2,18764.96,19342,18330,19204.09,18764.96,19342,18330,19204.09,75911.01348,75911.01348
2020/12/1,19695.87,19888,18001.12,18764.96,19695.87,19888,18001.12,18764.96,127698.7627,127698.7627
2020/11/30,18185,19863.16,18184.99,19695.87,18185,19863.16,18184.99,19695.87,115463.4669,115463.4669
2020/11/29,17719.84,18360.05,17517,18184.99,17719.84,18360.05,17517,18184.99,55329.0163,55329.0163
2020/11/28,17139.53,17880.49,16865.56,17719.85,17139.53,17880.49,16865.56,17719.85,64910.69997,64910.69997
2020/11/27,17149.47,17457.62,16438.08,17139.52,17149.47,17457.62,16438.08,17139.52,85297.02479,85297.02479
2020/11/26,18718.83,18915.03,16188,17149.47,18718.83,18915.03,16188,17149.47,181005.2467,181005.2467
2020/11/25,19160,19484.21,18500.27,18719.11,19160,19484.21,18500.27,18719.11,93266.57689,93266.57689
2020/11/24,18368.01,19418.97,18018,19160.01,18368.01,19418.97,18018,19160.01,113581.5092,113581.5092
2020/11/23,18413.88,18766,18000,18368,18413.88,18766,18000,18368,82961.50609,82961.50609
2020/11/22,18703.8,18750,17610.86,18414.43,18703.8,18750,17610.86,18414.43,81645.73778,81645.73778
2020/11/21,18655.66,18965.9,18308.58,18703.8,18655.66,18965.9,18308.58,18703.8,75577.45839,75577.45839
2020/11/20,17802.81,18815.22,17740.04,18655.67,17802.81,18815.22,17740.04,18655.67,88423.01849,88423.01849
2020/11/19,17777.75,18179.8,17335.65,17802.82,17777.75,18179.8,17335.65,17802.82,93009.56101,93009.56101
2020/11/18,17659.38,18476.93,17214.45,17776.12,17659.38,18476.93,17214.45,17776.12,149019.7881,149019.7881
2020/11/17,16713.08,17858.82,16538,17659.38,16713.08,17858.82,16538,17659.38,115221.4031,115221.4031
2020/11/16,15957,16880,15864,16713.57,15957,16880,15864,16713.57,81300.67592,81300.67592
2020/11/15,16069.56,16180,15774.72,15957,16069.56,16180,15774.72,15957,43596.84151,43596.84151
2020/11/14,16320.04,16326.99,15670,16070.45,16320.04,16326.99,15670,16070.45,59116.34718,59116.34718
2020/11/13,16291.85,16480,15952.35,16320.7,16291.85,16480,15952.35,16320.7,75691.88101,75691.88101
2020/11/12,15684.25,16340.7,15440.64,16291.86,15684.25,16340.7,15440.64,16291.86,102196.3566,102196.3566
2020/11/11,15297.21,15965,15272.68,15684.24,15297.21,15965,15272.68,15684.24,78469.74646,78469.74646
2020/11/10,15328.41,15460,15072.46,15297.21,15328.41,15460,15072.46,15297.21,61681.91961,61681.91961
2020/11/9,15475.1,15840,14805.54,15328.41,15475.1,15840,14805.54,15328.41,108976.3341,108976.3341
2020/11/8,14818.3,15650,14703.88,15475.1,14818.3,15650,14703.88,15475.1,65547.17857,65547.17857
2020/11/7,15579.93,15753.52,14344.22,14818.3,15579.93,15753.52,14344.22,14818.3,101431.2066,101431.2066
2020/11/6,15590.02,15960,15166,15579.92,15590.02,15960,15166,15579.92,122618.1977,122618.1977
2020/11/5,14144.01,15750,14093.56,15590.02,14144.01,15750,14093.56,15590.02,143741.5227,143741.5227
2020/11/4,14023.53,14259,13525,14144.01,14023.53,14259,13525,14144.01,93016.98826,93016.98826
2020/11/3,13549.63,14066.11,13284.99,14023.53,13549.63,14066.11,13284.99,14023.53,74115.63079,74115.63079
2020/11/2,13761.49,13830,13195.05,13549.37,13761.49,13830,13195.05,13549.37,64566.42191,64566.42191
2020/11/1,13791,13895,13603,13761.5,13791,13895,13603,13761.5,36285.64853,36285.64853
2020/10/31,13560.1,14100,13411.5,13791,13560.1,14100,13411.5,13791,67339.23852,67339.23852
2020/10/30,13455.69,13669.98,13115,13560.1,13455.69,13669.98,13115,13560.1,70657.77888,70657.77888
2020/10/29,13266.4,13642.91,12920.77,13455.7,13266.4,13642.91,12920.77,13455.7,74872.60213,74872.60213
2020/10/28,13636.16,13859.48,12888,13266.4,13636.16,13859.48,12888,13266.4,94440.56123,94440.56123
2020/10/27,13052.15,13789.29,13019.87,13636.17,13052.15,13789.29,13019.87,13636.17,80796.554,80796.554
2020/10/26,13029.64,13238.81,12765,13052.19,13029.64,13238.81,12765,13052.19,60951.67299,60951.67299
2020/10/25,13111.73,13350,12888,13028.83,13111.73,13350,12888,13028.83,38481.5795,38481.5795
2020/10/24,12923.06,13166.73,12870,13111.73,12923.06,13166.73,12870,13111.73,35952.20907,35952.20907
2020/10/23,12968.84,13027.69,12720.08,12923.07,12968.84,13027.69,12720.08,12923.07,50386.99984,50386.99984
2020/10/22,12780.75,13185,12678.08,12968.52,12780.75,13185,12678.08,12968.52,70038.82414,70038.82414
2020/10/21,11910,13217.68,11886.95,12780.96,11910,13217.68,11886.95,12780.96,114584.4568,114584.4568
2020/10/20,11751.46,12038.38,11677.59,11909.99,11751.46,12038.38,11677.59,11909.99,62134.75066,62134.75066
2020/10/19,11503.14,11823.99,11407.96,11751.47,11503.14,11823.99,11407.96,11751.47,47414.53469,47414.53469
2020/10/18,11360.31,11505,11346.22,11503.14,11360.31,11505,11346.22,11503.14,23284.04119,23284.04119
2020/10/17,11319.24,11402.42,11255,11360.2,11319.24,11402.42,11255,11360.2,22368.91524,22368.91524
2020/10/16,11505.13,11541.15,11200,11319.32,11505.13,11541.15,11200,11319.32,48797.7495,48797.7495
2020/10/15,11417.89,11617.34,11250.83,11505.12,11417.89,11617.34,11250.83,11505.12,48760.71768,48760.71768
2020/10/14,11420.57,11547.98,11280,11417.89,11420.57,11547.98,11280,11417.89,41415.10602,41415.10602
2020/10/13,11528.24,11557,11300,11420.56,11528.24,11557,11300,11420.56,42205.28371,42205.28371
2020/10/12,11369.02,11720.01,11172,11528.25,11369.02,11720.01,11172,11528.25,52825.28371,52825.28371
2020/10/11,11293.22,11445,11221,11369.02,11293.22,11445,11221,11369.02,29043.85134,29043.85134
2020/10/10,11050.64,11491,11050.51,11293.22,11050.64,11491,11050.51,11293.22,43648.03694,43648.03694
2020/10/9,10925.44,11104.64,10829,11050.64,10925.44,11104.64,10829,11050.64,48240.07324,48240.07324
2020/10/8,10666.4,10950,10530.41,10925.57,10666.4,10950,10530.41,10925.57,51959.69157,51959.69157
2020/10/7,10599.65,10681.87,10546.17,10666.39,10599.65,10681.87,10546.17,10666.39,32811.99028,32811.99028
2020/10/6,10792.2,10800,10525,10599.66,10792.2,10800,10525,10599.66,48674.74047,48674.74047
2020/10/5,10666.62,10798,10615.64,10792.21,10666.62,10798,10615.64,10792.21,34025.76165,34025.76165
2020/10/4,10542.07,10696.87,10517.87,10666.63,10542.07,10696.87,10517.87,10666.63,23212.0016,23212.0016
2020/10/3,10570.4,10603.56,10496.46,10542.06,10570.4,10603.56,10496.46,10542.06,22298.22134,22298.22134
2020/10/2,10619.13,10664.64,10374,10570.4,10619.13,10664.64,10374,10570.4,50130.39371,50130.39371
2020/10/1,10776.59,10920,10437,10619.13,10776.59,10920,10437,10619.13,60866.33289,60866.33289
2020/9/30,10840.58,10849.34,10665.13,10776.59,10840.58,10849.34,10665.13,10776.59,39596.02732,39596.02732
2020/9/29,10696.11,10867.54,10635.87,10840.48,10696.11,10867.54,10635.87,10840.48,41874.8984,41874.8984
2020/9/28,10774.26,10950,10626,10696.12,10774.26,10950,10626,10696.12,50095.25173,50095.25173
2020/9/27,10728.59,10799,10594.82,10774.25,10728.59,10799,10594.82,10774.25,30549.48325,30549.48325
2020/9/26,10686.57,10820.94,10644.68,10728.6,10686.57,10820.94,10644.68,10728.6,28420.83666,28420.83666
2020/9/25,10736.33,10760.53,10556.24,10686.67,10736.33,10760.53,10556.24,10686.67,48101.11701,48101.11701
2020/9/24,10241.46,10795.24,10190.93,10736.32,10241.46,10795.24,10190.93,10736.32,57676.61943,57676.61943
2020/9/23,10529.61,10537.15,10136.82,10241.46,10529.61,10537.15,10136.82,10241.46,51876.56808,51876.56808
2020/9/22,10417.22,10572.71,10353,10529.61,10417.22,10572.71,10353,10529.61,43991.23548,43991.23548
2020/9/21,10920.28,10988.86,10296.35,10417.22,10920.28,10988.86,10296.35,10417.22,70683.43118,70683.43118
2020/9/20,11080.64,11080.64,10723,10920.28,11080.64,11080.64,10723,10920.28,39157.92257,39157.92257
2020/9/19,10933.4,11179.79,10887.37,11080.65,10933.4,11179.79,10887.37,11080.65,38440.03686,38440.03686
2020/9/18,10940,11038.03,10812.84,10933.39,10940,11038.03,10812.84,10933.39,47266.72828,47266.72828
2020/9/17,10954.01,11045.46,10745.83,10939.99,10954.01,11045.46,10745.83,10939.99,55601.61453,55601.61453
2020/9/16,10785.23,11093,10661.22,10954.01,10785.23,11093,10661.22,10954.01,64991.51244,64991.51244
2020/9/15,10671.77,10930.04,10606.48,10785.31,10671.77,10930.04,10606.48,10785.31,61822.45279,61822.45279
2020/9/14,10332.84,10750,10212.34,10671.77,10332.84,10750,10212.34,10671.77,67059.29136,67059.29136
2020/9/13,10440.67,10580.11,10200,10332.83,10440.67,10580.11,10200,10332.83,43837.60987,43837.60987
2020/9/12,10387.89,10477.97,10269.25,10440.92,10387.89,10477.97,10269.25,10440.92,35379.1531,35379.1531
2020/9/11,10336.86,10397.6,10200,10387.89,10336.86,10397.6,10200,10387.89,43830.25447,43830.25447
2020/9/10,10219.29,10483.35,10070.83,10336.87,10219.29,10483.35,10070.83,10336.87,58253.75375,58253.75375
2020/9/9,10126.66,10343,9981.01,10219.2,10126.66,10343,9981.01,10219.2,49347.11378,49347.11378
2020/9/8,10373.45,10438,9850,10126.65,10373.45,10438,9850,10126.65,73491.87842,73491.87842
2020/9/7,10255.89,10410.75,9875,10373.44,10255.89,10410.75,9875,10373.44,62620.23068,62620.23068
2020/9/6,10166.69,10347.14,9994.86,10256.2,10166.69,10347.14,9994.86,10256.2,56368.78882,56368.78882
2020/9/5,10446.25,10565.68,9825,10166.69,10446.25,10565.68,9825,10166.69,90001.60557,90001.60557
2020/9/4,10138.29,10627.05,9875.5,10446.25,10138.29,10627.05,9875.5,10446.25,92733.59911,92733.59911
2020/9/3,11388.54,11462.6,9960.8,10140.85,11388.54,11462.6,9960.8,10140.85,121950.106,121950.106
2020/9/2,11921.97,11954.57,11160.1,11388.54,11921.97,11954.57,11160.1,11388.54,87221.8456,87221.8456
2020/9/1,11649.51,12050.85,11515,11921.97,11649.51,12050.85,11515,11921.97,78148.19367,78148.19367
2020/8/31,11711.17,11800.77,11570,11649.51,11711.17,11800.77,11570,11649.51,55353.61774,55353.61774
2020/8/30,11465.84,11719,11458,11711.16,11465.84,11719,11458,11711.16,43177.87905,43177.87905
2020/8/29,11526.9,11580.02,11417.04,11465.84,11526.9,11580.02,11417.04,11465.84,32973.7992,32973.7992
2020/8/28,11330.38,11542.65,11276.89,11526.91,11330.38,11542.65,11276.89,11526.91,45953.90837,45953.90837
2020/8/27,11461.42,11592.2,11125,11330.38,11461.42,11592.2,11125,11330.38,63246.03638,63246.03638
2020/8/26,11318.42,11539.32,11244,11461.43,11318.42,11539.32,11244,11461.43,53998.23123,53998.23123
2020/8/25,11748.19,11767.85,11117.64,11318.42,11748.19,11767.85,11117.64,11318.42,69590.92327,69590.92327
2020/8/24,11648.12,11824.9,11585.09,11748.2,11648.12,11824.9,11585.09,11748.2,46212.39187,46212.39187
2020/8/23,11663.51,11718.07,11514.13,11648.13,11663.51,11718.07,11514.13,11648.13,37900.00469,37900.00469
2020/8/22,11531.23,11686,11376.81,11662.96,11531.23,11686,11376.81,11662.96,43678.70165,43678.70165
2020/8/21,11853.54,11878,11485.81,11531.34,11853.54,11878,11485.81,11531.34,64448.30614,64448.30614
2020/8/20,11754.38,11888,11668,11853.55,11754.38,11888,11668,11853.55,46085.25435,46085.25435
2020/8/19,11945.1,12020.08,11561,11754.59,11945.1,12020.08,11561,11754.59,73940.16961,73940.16961
2020/8/18,12281.15,12387.77,11817.93,11945.01,12281.15,12387.77,11817.93,11945.01,75923.83553,75923.83553
2020/8/17,11910.99,12468,11769.78,12281.13,11910.99,12468,11769.78,12281.13,84734.21154,84734.21154
2020/8/16,11852.4,11931.72,11686,11911,11852.4,11931.72,11686,11911,41368.23691,41368.23691
2020/8/15,11760.55,11980,11680,11852.4,11760.55,11980,11680,11852.4,56237.90505,56237.90505
2020/8/14,11779.77,11850,11634.03,11760.54,11779.77,11850,11634.03,11760.54,59818.8527,59818.8527
2020/8/13,11564.34,11792.96,11270.36,11780,11564.34,11792.96,11270.36,11780,70132.4915,70132.4915
